filename;compressed_size;uncompressed_size
11042.json;277837;5255699
11043.json;322290;5410437
11044.json;370318;5580311
11045.json;346618;5391016
11046.json;417682;5685963
11047.json;475426;5941269
11048.json;364054;5445907
11049.json;362525;5451754
1104.json;452345;6287611
11050.json;429416;5863604
11051.json;762476;7105024
11052.json;820375;7536722
11053.json;209448;5089346
11054.json;240002;5096682
11055.json;274296;5159186
11056.json;457572;5794824
11057.json;446867;5819572
11058.json;761015;7466768
11059.json;391834;5600778
1105.json;457214;6309513
11060.json;388719;5952417
11061.json;298225;5510684
11062.json;289928;5262462
11063.json;327659;5453639
11064.json;434054;5761554
11065.json;3126692;17267455
11066.json;506251;6506097
11067.json;457809;5994504
11068.json;432909;6081960
11069.json;554860;8157172
1106.json;456625;6329831
11070.json;431021;5760071
11071.json;996916;8703845
11072.json;2302652;14360382
11073.json;348509;5776640
11074.json;350872;5763666
11075.json;924715;7956291
11076.json;1305911;8800392
11077.json;551962;6651495
11078.json;306441;5659142
11079.json;346087;5396325
1107.json;479016;6301196
11080.json;325541;5407089
11081.json;340106;5532362
11082.json;349998;5589370
11083.json;321619;5509620
11084.json;352796;5379174
11085.json;384320;5007962
11086.json;352528;5199117
11087.json;375310;5631913
11088.json;366487;5754417
11089.json;369652;5448591
1108.json;479198;6255132
11090.json;350432;5445592
11091.json;286668;5493698
11092.json;349267;5822982
11093.json;294119;5360078
11094.json;329427;5626564
11095.json;458978;6116608
11096.json;391597;5694573
11097.json;433284;5896739
11098.json;403232;5819497
11099.json;664657;6028446
1109.json;490062;6325995
110.json;200429;3898194
11100.json;293393;5371012
11101.json;381913;5682827
11102.json;600193;6770021
11103.json;600361;6759102
11104.json;272006;5270761
11105.json;360993;5579825
11106.json;402894;6486301
11107.json;454983;6208140
11108.json;294626;5189865
11109.json;423057;5814321
1110.json;481126;6288888
11110.json;296950;4258324
11111.json;416867;5465976
11112.json;317971;5583534
11113.json;381118;5662153
11114.json;329286;5610789
11115.json;364498;6021906
11116.json;631810;7161454
11117.json;238538;4444792
11118.json;328038;5538256
11119.json;338698;5547759
1111.json;463277;6169593
11120.json;328571;5647747
11121.json;306864;5966317
11122.json;367085;5504014
11123.json;453866;5882223
11124.json;597494;6466939
11125.json;282598;5664118
11126.json;316804;5462171
11127.json;281853;5199034
11128.json;362191;5665901
11129.json;664603;7086322
1112.json;487899;6311749
11130.json;575932;6469221
11131.json;328612;5210636
11132.json;381069;5606929
11133.json;385681;5839512
11134.json;434109;5973729
11135.json;446390;6054649
11136.json;242040;5217914
11137.json;243349;5221315
11138.json;241084;5221240
11139.json;294219;5527640
1113.json;474525;6284816
11140.json;403049;6459890
11141.json;404758;6527390
11142.json;400118;6488873
11143.json;398672;6484793
11144.json;372578;6168324
11145.json;330230;5254010
11146.json;357052;5591888
11147.json;412104;5910116
11148.json;383818;6048963
11149.json;408350;5787908
1114.json;486637;6294481
11150.json;382895;5723013
11151.json;376433;5584000
11152.json;378126;5662440
11153.json;422926;6463471
11154.json;326633;5479375
11155.json;405062;5831341
11156.json;356427;5747794
11157.json;465210;6279461
11158.json;441265;5940951
11159.json;363879;5696103
1115.json;474618;6300909
11160.json;410052;5724769
11161.json;383348;5512333
11162.json;378470;5624579
11163.json;329753;5481736
11164.json;816737;7551619
11165.json;360374;5467523
11166.json;203501;5041106
11167.json;213232;5017365
11168.json;228944;5084553
11169.json;246608;5128643
1116.json;491165;6268126
11170.json;201667;5007625
11171.json;225872;5025470
11172.json;208356;5016259
11173.json;240192;5066672
11174.json;417146;5590212
11175.json;402747;5611308
11176.json;246803;5125807
11177.json;291187;5441358
11178.json;390569;5818256
11179.json;362991;5522035
1117.json;486998;6342437
11180.json;336985;5458565
11181.json;341966;5377560
11182.json;183829;5001837
11183.json;201432;5007444
11184.json;210617;5037371
11185.json;340150;5746290
11186.json;338279;5735889
11187.json;429481;6195979
11188.json;435302;6266712
11189.json;451923;6329778
1118.json;486355;6307775
11190.json;353872;5545643
11191.json;406039;5537098
11192.json;427659;5685478
11193.json;403807;5600326
11194.json;345092;5386566
11195.json;265357;5265533
11196.json;281260;5258395
11197.json;250325;5125840
11198.json;286133;5235286
11199.json;414986;5757961
1119.json;489647;6323772
111.json;196492;3891923
11200.json;191123;5089124
11201.json;199142;5067778
11202.json;206421;5140446
11203.json;363766;5513705
11204.json;368097;5445206
11205.json;217185;5608491
11206.json;265997;5797365
11207.json;396167;5583848
11208.json;411562;5737144
11209.json;433200;5789222
1120.json;482374;6287655
11210.json;488880;5956083
11211.json;378765;5519025
11212.json;388553;5459485
11213.json;371107;5759707
11214.json;434583;5846750
11215.json;399314;5709578
11216.json;391338;5852755
11217.json;390628;5790379
11218.json;387072;5518306
11219.json;439475;5756914
1121.json;489315;6342814
11220.json;433397;5837989
11221.json;372771;5862276
11222.json;596789;6567874
11223.json;1173330;9508688
11224.json;402841;5704976
11225.json;640064;6842555
11226.json;313591;5411001
11227.json;481006;5999780
11228.json;498543;6145880
11229.json;218973;5083358
1122.json;485553;6312533
11230.json;230706;5064587
11231.json;253376;5210954
11232.json;223873;5138745
11233.json;452344;5940817
11234.json;365396;5528181
11235.json;405062;5600799
11236.json;603245;6577785
11237.json;697503;7836566
11238.json;248739;5154987
11239.json;339147;5311226
1123.json;482275;6317841
11240.json;414614;5822122
11241.json;365740;5604516
11242.json;395082;5651764
11243.json;740062;7947456
11244.json;322896;5554088
11245.json;530201;6259733
11246.json;701226;7575511
11247.json;390199;5629578
11248.json;378024;5574217
11249.json;375774;5562752
1124.json;476295;6273377
11250.json;376916;5565479
11251.json;372801;5562361
11252.json;355241;5517156
11253.json;347081;5501094
11254.json;343172;5490705
11255.json;386600;5565284
11256.json;345653;5485342
11257.json;336252;5452604
11258.json;344848;5471314
11259.json;595949;6631739
1125.json;486827;6277613
11260.json;1216075;9359859
11261.json;656891;6956998
11262.json;499347;6596391
11263.json;324796;5364895
11264.json;462703;6189022
11265.json;356450;5783850
11266.json;351400;5781979
11267.json;344091;5808163
11268.json;364571;5310766
11269.json;310289;5252597
1126.json;500533;6488682
11270.json;274536;5326171
11271.json;412010;5887354
11272.json;632323;6699802
11273.json;565595;6854872
11274.json;397464;5611545
11275.json;309830;5448925
11276.json;297849;5432971
11277.json;267930;4900825
11278.json;295262;5306635
11279.json;294295;5825063
1127.json;497413;6558317
11280.json;344183;5632278
11281.json;367130;5576379
11282.json;498476;5802753
11283.json;348998;4380207
11284.json;333208;4935389
11285.json;406857;6119296
11286.json;426625;6167110
11287.json;433168;6157543
11288.json;471404;6171867
11289.json;333106;4962519
1128.json;520612;6737878
11290.json;474710;6851330
11291.json;457368;6809125
11292.json;404084;5648698
11293.json;587515;6096781
11294.json;421006;6148027
11295.json;430904;6217616
11296.json;452362;6321912
11297.json;460409;6290803
11298.json;501789;6401516
11299.json;479327;6381488
1129.json;504586;6816395
112.json;198999;3873854
11300.json;513564;6521698
11301.json;519211;6527763
11302.json;512346;6679046
11303.json;481093;6205950
11304.json;340468;5057564
11305.json;338113;4337813
11306.json;417684;6088342
11307.json;428450;5549115
11308.json;329791;4704579
11309.json;430244;5129369
1130.json;494430;6635202
11310.json;381094;5651753
11311.json;441445;6161494
11312.json;438954;6298104
11313.json;497140;6581692
11314.json;797075;7978392
11315.json;1051197;8869779
11316.json;324105;5541128
11317.json;313287;5310379
11318.json;321229;5469925
11319.json;583114;6564975
1131.json;492199;6708650
11320.json;972485;8882367
11321.json;2360393;13712314
11322.json;440545;5874770
11323.json;1003574;8524342
11324.json;401558;5960246
11325.json;2819847;16904608
11326.json;349882;5716229
11327.json;453292;6161140
11328.json;510317;6135403
11329.json;313225;5291141
1132.json;499901;6629912
11330.json;327593;5353615
11331.json;279137;5358902
11332.json;277885;5360363
11333.json;357270;5775609
11334.json;336319;5620482
11335.json;677803;6844495
11336.json;493819;6360651
11337.json;588672;7362788
11338.json;494285;6264984
11339.json;355715;5208625
1133.json;485350;6371743
11340.json;262104;4269395
11341.json;467762;6153777
11342.json;390402;6311802
11343.json;332411;5138936
11344.json;370606;6380834
11345.json;324130;5345129
11346.json;518776;7202845
11347.json;404280;5996982
11348.json;825061;8061801
11349.json;531224;6458567
1134.json;484309;6511418
11350.json;261568;5296749
11351.json;281172;5317870
11352.json;392646;5931890
11353.json;896572;8310991
11354.json;575201;7870827
11355.json;464345;6032704
11356.json;315451;5580765
11357.json;275642;5571811
11358.json;438634;7638825
11359.json;492914;6886664
1135.json;493632;6485649
11360.json;580264;7095655
11361.json;748725;8476561
11362.json;470012;6326066
11363.json;526648;6004757
11364.json;1223293;9978048
11365.json;629442;7453323
11366.json;501457;6832265
11367.json;311414;5763621
11368.json;216107;5293098
11369.json;332918;5714625
1136.json;503166;6428293
11370.json;407331;5635155
11371.json;2000916;13897390
11372.json;10926255;53739368
11373.json;8081513;43451814
11374.json;7701952;40537493
11375.json;9079706;45754484
11376.json;22101328;115492153
11377.json;12338066;61104775
11378.json;29166816;140340062
11379.json;13481530;65218820
1137.json;509957;6672764
11380.json;25772252;122106288
11381.json;17743698;90567888
11382.json;20842572;99409794
11383.json;22964812;115705909
11384.json;18568408;92208397
11385.json;28808888;137529046
11386.json;18109046;90668517
11387.json;19474796;88202624
11388.json;10743245;54115147
11389.json;6717332;35034993
1138.json;501199;6581741
11390.json;10677233;53651234
11391.json;7855327;41721180
11392.json;10463002;48961549
11393.json;4518689;24760560
11394.json;4370870;25945969
11395.json;4140128;22759981
11396.json;8019354;41497195
11397.json;17857102;90424730
11398.json;8267876;45897919
11399.json;6296812;33754679
1139.json;509087;6647511
113.json;203628;3878330
11400.json;1934912;11746933
11401.json;244601;3700655
11402.json;414686;5323175
11403.json;3108971;15768657
11404.json;3356958;16759514
11405.json;3648569;18689404
11406.json;7301477;38213501
11407.json;17440544;81043220
11408.json;17910621;85001187
11409.json;13429781;67013673
1140.json;493107;6429851
11410.json;25701987;118724359
11411.json;12256485;63301535
11412.json;12900107;63707566
11413.json;9971644;51209188
11414.json;11312963;58486289
11415.json;7539409;38230214
11416.json;768561;7013914
11417.json;1850207;12054635
11418.json;1359167;8876804
11419.json;3059523;18663985
1141.json;486648;6325521
11420.json;1402767;10630201
11421.json;1791819;13211120
11422.json;3211057;20336650
11423.json;3440876;21420394
11424.json;3678639;21290973
11425.json;2962238;15546587
11426.json;2840722;18275870
11427.json;2045526;13850404
11428.json;5300973;27945474
11429.json;240115;4071794
1142.json;496425;6504844
11430.json;236874;4197494
11431.json;1416717;9480161
11432.json;801270;7030104
11433.json;251794;4334761
11434.json;266324;4406127
11435.json;260001;4390546
11436.json;257077;4470195
11437.json;264467;3766524
11438.json;223690;3878761
11439.json;879429;7879730
1143.json;498743;6479067
11440.json;284924;4600430
11441.json;361815;5163133
11442.json;422843;5112859
11443.json;7655502;39869692
11444.json;407752;4982091
11445.json;6770255;38246017
11446.json;2119464;13015566
11447.json;14965106;80126348
11448.json;10137130;53561875
11449.json;1189917;8983459
1144.json;499611;6592107
11450.json;399962;5308436
11451.json;279330;4428448
11452.json;765521;6933655
11453.json;1262741;8193918
11454.json;256505;4135059
11455.json;538390;5497840
11456.json;303732;4601713
11457.json;281486;4655206
11458.json;1157491;8593534
11459.json;177615;3249562
1145.json;483488;6424924
11460.json;168684;3128509
11461.json;161243;3261646
11462.json;170617;3222837
11463.json;171906;3196940
11464.json;168748;3136905
11465.json;165433;3200623
11466.json;171930;3207993
11467.json;160486;3174468
11468.json;221620;3495936
11469.json;1418131;9943633
1146.json;506428;6566690
11470.json;279296;3853176
11471.json;1787250;12433064
11472.json;185084;3304706
11473.json;253350;4162600
11474.json;2749098;16974546
11475.json;3144915;18871200
11476.json;235116;3610212
11477.json;235971;3516214
11478.json;203856;3350146
11479.json;191989;3243148
1147.json;498619;6498697
11480.json;169036;3233424
11481.json;6753657;35483139
11482.json;166751;3189503
11483.json;173120;3246314
11484.json;4070962;22454628
11485.json;1311211;9660878
11486.json;2025244;12910431
11487.json;7731377;40511824
11488.json;1448301;10647216
11489.json;1786641;12143872
1148.json;507833;6575313
11490.json;3215767;19246692
11491.json;2310978;13390133
11492.json;5031940;28422151
11493.json;366175;4195340
11494.json;189771;3276614
11495.json;203407;3600930
11496.json;259361;4348350
11497.json;193460;3441808
11498.json;210126;3419749
11499.json;191229;3256147
1149.json;507843;6635069
114.json;201237;3877042
11500.json;1309651;8495145
11501.json;359451;4364571
11502.json;312844;4190318
11503.json;332721;4154366
11504.json;545041;5556478
11505.json;525299;5445723
11506.json;416443;4267822
11507.json;240756;3631041
11508.json;270830;3744018
11509.json;307180;3946595
1150.json;498089;6500503
11510.json;637419;5566550
11511.json;180661;3276587
11512.json;763387;6093293
11513.json;1010182;8241528
11514.json;955768;6407368
11515.json;199832;3329815
11516.json;261257;3822562
11517.json;180323;3273034
11518.json;317489;4078443
11519.json;269512;3703063
1151.json;496372;6447848
11520.json;229017;3468953
11521.json;1808658;14304880
11522.json;214713;3568920
11523.json;1744147;10275155
11524.json;220209;3377515
11525.json;223185;3650800
11526.json;214408;3489132
11527.json;164743;3215204
11528.json;199616;3459096
11529.json;177104;3265751
1152.json;489315;6330498
11530.json;163856;3182470
11531.json;402072;4587209
11532.json;155397;3166941
11533.json;198808;3298218
11534.json;180711;3307674
11535.json;170551;3241306
11536.json;4497588;25366661
11537.json;3318488;22234606
11538.json;1735168;12185113
11539.json;261595;4501652
1153.json;494630;6414418
11540.json;258919;4327595
11541.json;483390;4738545
11542.json;173939;3523610
11543.json;769670;6825038
11544.json;159842;3214427
11545.json;316740;4116994
11546.json;162304;3264898
11547.json;245871;3646975
11548.json;857893;6011692
11549.json;167588;3218002
1154.json;514693;6557244
11550.json;168244;3203078
11551.json;158369;3167176
11552.json;165574;3226465
11553.json;189833;3380995
11554.json;198922;3442778
11555.json;271083;3815589
